_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR ;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300134;BROSSETTE;SANITAIRE;290301;416791;Solvant PVC Isotanche;;PU;13,79 €;9,51 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300135;BROSSETTE;SANITAIRE;0411537;409716;Colle p/bonde de douche à carreler - 1 L;;PU;44,20 €;30,48 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300136;BROSSETTE;SANITAIRE;B9042AA;439167;Mélangeur douche mural BF2;BROSSETTE;PU;37,56 €;25,90 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300137;BROSSETTE;SANITAIRE;D1752AA;481454;Mélangeur douche ULYSSE C ss raccords;PORHER;PU;38,51 €;26,56 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300138;BROSSETTE;SANITAIRE;D1652AA;481471;Mélangeur douche ULYSSE ss raccords;PORHER;PU;33,93 €;23,40 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300139;BROSSETTE;SANITAIRE;B8643AA;400572;Mitigeur douche BF Naya ss raccords ;BROSSETTE;PU;61,76 €;42,59 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300140;BROSSETTE;SANITAIRE;B8609AA;439244;Mitigeur douche BF Livia douche ;BROSSETTE;PU;73,98 €;51,02 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300141;BROSSETTE;SANITAIRE;23220;440785;Mitigeur douche  thermos BF ELIOSTHERM av racc;BROSSETTE;PU;91,87 €;63,36 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300142;BROSSETTE;SANITAIRE;TG851130CR;419731;Mitigeur douche thermos Brossette design av racc;BROSSETTE;PU;107,68 €;74,26 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300143;BROSSETTE;SANITAIRE;A380;449733;Mitigeur douche thermos BF ELIATHERM av racc;BROSSETTE;PU;89,89 €;61,99 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300144;BROSSETTE;SANITAIRE;D1157AA;481863;Mitigeur douche OLYOS2 av. raccords;PORHER;PU;48,78 €;33,64 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300145;BROSSETTE;SANITAIRE;D2354AA;481852;Mitigeur douche OKYRIS2 av. raccords;PORHER;PU;58,67 €;40,46 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300146;BROSSETTE;SANITAIRE;D1254AA;481235;Mitigeur douche OPHELIO;PORHER;PU;97,85 €;67,48 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300147;BROSSETTE;SANITAIRE;D0356AA;420146;Mitigeur douche thermos PRECITHERM 3 av racc;PORHER;PU;127,72 €;88,08 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300148;BROSSETTE;SANITAIRE;D0554AA;481142;Mitigeur douche thermos PRECITHERM 5000 av racc;PORHER;PU;216,59 €;149,37 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300149;BROSSETTE;SANITAIRE;A4736AA;436237;Mitigeur douche *thermos ACTIVE - Touche éco et limiteur de T °;IDEAL STANDART;PU;145,52 €;100,36 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300150;BROSSETTE;SANITAIRE;32172001;447645;Mitigeur douche  E-SMART;F  GROHE;PU;83,71 €;57,73 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300151;BROSSETTE;SANITAIRE;32838000;447978;Mitigeurdouche  E-SMART Cosmopolitain av racc;F  GROHE;PU;111,29 €;76,75 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300152;BROSSETTE;SANITAIRE;32229001;443823;Mitigeur douche E-STYLE NEW av racc;F  GROHE;PU;116,83 €;80,57 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300153;BROSSETTE;SANITAIRE;33569001;438634;Mitigeur douche E-DISC NEW av racc;F  GROHE;PU;180,42 €;124,43 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300154;BROSSETTE;SANITAIRE;34143000;436506;Mitigeur douche thermos GROTHERM 1000 av racc;F  GROHE;PU;191,31 €;131,94 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300155;BROSSETTE;SANITAIRE;34065000;439840;Mitigeur douche thermos GROTHERM 1000 Cosmopolitain;F  GROHE;PU;239,93 €;165,47 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300156;BROSSETTE;SANITAIRE;34169000;436542;Mitigeur douche thermos GROTHERM 2000  av racc;F  GROHE;PU;312,36 €;215,42 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300157;BROSSETTE;SANITAIRE;34179000;436738;Mitigeur douche thermos GROHTERM 3000 av racc;F  GROHE;PU;355,09 €;244,89 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300158;BROSSETTE;SANITAIRE;28593;404587;Barrre de douche TEMPESTA TRIO av Porte savon ;F  GROHE;PU;106,15 €;73,21 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300159;BROSSETTE;SANITAIRE;28951;404596;Barrre de douche TEMPESTA DUO ;F  GROHE;PU;81,50 €;56,21 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300160;BROSSETTE;SANITAIRE;28571000;407009;Barre de douche de 900 mm MOVARIO FIVE;F  GROHE;PU;314,48 €;216,88 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300161;BROSSETTE;SANITAIRE;27296;417001;Colonne douche EUPHORIA system avec Mit thermos;F  GROHE;PU;608,49 €;419,65 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300162;BROSSETTE;SANITAIRE;415580;415580;Ens barrre douche ELIOS-JET - 3 JETS - 3  fonctions;BROSSETTE;PU;33,35 €;23,00 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300163;BROSSETTE;SANITAIRE;418935;418935;Ens barrre douche ELIOS-TOP -  3 JETS - 5 fonctions;BROSSETTE;PU;66,99 €;46,20 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300164;BROSSETTE;SANITAIRE;449125;449125;Raccord mural av rosace M15 M20;EUROBASIC;PU;2,23 €;1,54 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300165;BROSSETTE;SANITAIRE;423920;423920;Porte Pivotante  VS sérigraphié Ep  4 -  66,5/72,5;NABIS;PU;266,96 €;184,11 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300166;BROSSETTE;SANITAIRE;423922;423922;Porte Pivotante  VS sérigraphié Ep  4 -  76,5/82,5;NABIS;PU;280,73 €;193,61 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300167;BROSSETTE;SANITAIRE;423924;423924;Porte Pivotante  VS sérigraphié Ep  4 -  86,5/92,6;NABIS;PU;291,44 €;200,99 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300168;BROSSETTE;SANITAIRE;423926;423926;Porte Pivotante  VS sérigraphié Ep  4 -  96,5/102,5;NABIS;PU;303,34 €;209,20 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300169;BROSSETTE;SANITAIRE;424243;424243;2 volets battants  VS sérigraphié Ep 4 - 66,5/72,5;NABIS;PU;357,80 €;246,76 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300170;BROSSETTE;SANITAIRE;424245;424245;2 volets battants  VS sérigraphié Ep 4 - 76,5/82,5;NABIS;PU;369,53 €;254,85 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300171;BROSSETTE;SANITAIRE;424247;424247;2 volets battants  VS sérigraphié Ep 4 - 86,6/92,5;NABIS;PU;390,76 €;269,49 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300172;BROSSETTE;SANITAIRE;424249;424249;2 volets battants  VS sérigraphié Ep 4 - 96,5/102,5;NABIS;PU;403,88 €;278,54 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300173;BROSSETTE;SANITAIRE;423881;423881;Porte coulissante VS sérigraphié Ep 4 - 76,5/72,5 - 3 volets D ou G;NABIS;PU;397,94 €;274,44 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300174;BROSSETTE;SANITAIRE;423883;423883;Porte coulissante VS sérigraphé Ep 4 - 86,5/92,5 - 3 volets D ou G;NABIS;PU;419,60 €;289,38 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300175;BROSSETTE;SANITAIRE;417418;417418;Porte coulissante VS sérigraphé Ep 4 - 96,5/102,5 - 3 Volets D ou G;NABIS;PU;438,57 €;302,46 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300176;BROSSETTE;SANITAIRE;417420;417420;Porte coulissante VS sérigraphié Ep 4 - 106,5/112,5 - 3 volets D ou G;NABIS;PU;461,52 €;318,29 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300177;BROSSETTE;SANITAIRE;417422;417422;Porte coulissante VS sérigraphié Ep 4 - 116,5/122,6 - 3 volets D ou G;NABIS;PU;481,88 €;332,33 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300178;BROSSETTE;SANITAIRE;423885;423885;Porte coulissante VS sérigraphié Ep 4 - 96,5/102,5 - 1 Volet coulissant;NABIS;PU;343,33 €;236,78 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300179;BROSSETTE;SANITAIRE;423887;423887;Porte coulissante VS sérigraphié Ep 4 - 106,5/112,5 - 1 Volet coulissant;NABIS;PU;354,02 €;244,15 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300180;BROSSETTE;SANITAIRE;423889;423889;Porte coulissante VS sérigraphié Ep 4 - 116,5/122,6 - 1 Volet coulissant;NABIS;PU;360,67 €;248,74 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300181;BROSSETTE;SANITAIRE;424300;424300;Paroi fixe VS sérigraphié Ep 4 - 66,5/69,5;NABIS;PU;157,01 €;108,28 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300182;BROSSETTE;SANITAIRE;424302;424302;Paroi fixe VS sérigraphié Ep 4 - 76,5/79,5;NABIS;PU;161,95 €;111,69 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300183;BROSSETTE;SANITAIRE;424304;424304;Paroi fixe VS sérigraphié Ep 4 - 86,5/92,5;NABIS;PU;172,56 €;119,01 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300184;BROSSETTE;SANITAIRE;424306;424306;Paroi fixe VS sérigraphé Ep 6 - 96,5/99,5;NABIS;PU;185,30 €;127,79 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300185;BROSSETTE;SANITAIRE;424557;424557;Accès d' angle  carré VS sérigraphié Ep 4 - 66,5/71,5;NABIS;PU;357,22 €;246,36 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300186;BROSSETTE;SANITAIRE;424559;424559;Accès d' angle  carré VS sérigraphié Ep 4 - 76,5/81,5;NABIS;PU;362,11 €;249,73 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300187;BROSSETTE;SANITAIRE;424561;424561;Accès d' angle  carré VS sérigraphié Ep 4 - 86,5/91,5;NABIS;PU;394,15 €;271,83 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300188;BROSSETTE;SANITAIRE;424563;424563;Accès d' angle  carré VS sérigraphié Ep 4 - 96,5/101,5;NABIS;PU;443,71 €;306,01 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300189;BROSSETTE;SANITAIRE;425549;425549;1/4 rond 2 Coulissants VS sérigraphié Ep 4 - 76,5/79,5;NABIS;PU;550,46 €;379,63 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300190;BROSSETTE;SANITAIRE;425551;425551;1/4 rond 2 Coulissants VS sérigraphié Ep 4 - 86,5/89,5;NABIS;PU;561,82 €;387,46 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300191;BROSSETTE;SANITAIRE;425553;425553;1/4 rond 2 Coulissants VS sérigraphié Ep 6 - 96,5/99,5;NABIS;PU;570,94 €;393,75 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300192;BROSSETTE;SANITAIRE;423919;423919;Porte Pivotante  VS transparent Ep  4 -  66,5/72,5;NABIS;PU;266,96 €;184,11 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300193;BROSSETTE;SANITAIRE;423921;423921;Porte Pivotante  VS transparent Ep  4 -  76,5/82,5;NABIS;PU;280,73 €;193,61 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300194;BROSSETTE;SANITAIRE;423923;423923;Porte Pivotante  VS transparent Ep  4 -  86,5/92,6;NABIS;PU;291,44 €;200,99 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300195;BROSSETTE;SANITAIRE;423925;423925;Porte Pivotante  VS transparent Ep  4 -  96,5/102,5;NABIS;PU;303,34 €;209,20 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300196;BROSSETTE;SANITAIRE;424242;424242;2 volets battants  VS transparent Ep 4 - 66,5/72,5;NABIS;PU;357,80 €;246,76 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300197;BROSSETTE;SANITAIRE;424257;424257;2 volets battants  VS transparent Ep 4 - 76,5/82,5;NABIS;PU;369,53 €;254,85 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300198;BROSSETTE;SANITAIRE;424246;424246;2 volets battants  VS transparent Ep 4 - 86,6/92,5;NABIS;PU;390,76 €;269,49 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300199;BROSSETTE;SANITAIRE;424248;424248;2 volets battants  VS trnasparent Ep 4 - 96,5/102,5;NABIS;PU;403,88 €;278,54 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300200;BROSSETTE;SANITAIRE;423880;423880;Porte coulissante VS trnasparent Ep 4 - 76,5/72,5 - 3 volets D ou G;NABIS;PU;397,94 €;274,44 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300201;BROSSETTE;SANITAIRE;423882;423882;Porte coulissante VS transparent Ep 4 - 86,5/92,5 - 3 volets D ou G;NABIS;PU;419,60 €;289,38 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300202;BROSSETTE;SANITAIRE;417417;417417;Porte coulissante VS transparent Ep 4 - 96,5/102,5 - 3 Volets D ou G;NABIS;PU;438,57 €;302,46 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300203;BROSSETTE;SANITAIRE;417419;417419;Porte coulissante VS transparent Ep 4 - 106,5/112,5 - 3 volets D ou G;NABIS;PU;461,52 €;318,29 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300204;BROSSETTE;SANITAIRE;417421;417421;Porte coulissante VS transparent Ep 4 - 116,5/122,6 - 3 volets D ou G;NABIS;PU;481,88 €;332,33 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300205;BROSSETTE;SANITAIRE;423884;423884;Porte coulissante VS transparent Ep 4 - 96,5/102,5 - 1 Volet coulissant;NABIS;PU;343,33 €;236,78 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300206;BROSSETTE;SANITAIRE;423886;423886;Porte coulissante VS transparent Ep 4 - 106,5/112,5 - 1 Volet coulissant;NABIS;PU;354,02 €;244,15 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300207;BROSSETTE;SANITAIRE;423888;423888;Porte coulissante VS transparent Ep 4 - 116,5/122,6 - 1 Volet coulissant;NABIS;PU;360,67 €;248,74 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300208;BROSSETTE;SANITAIRE;424299;424299;Paroi fixe VS transparent Ep 4 - 66,5/69,5;NABIS;PU;157,01 €;108,28 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300209;BROSSETTE;SANITAIRE;424301;424301;Paroi fixe VS transparent Ep 4 - 76,5/79,5;NABIS;PU;161,95 €;111,69 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300210;BROSSETTE;SANITAIRE;424303;424303;Paroi fixe VS transparent Ep 4 - 86,5/92,5;NABIS;PU;172,56 €;119,01 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300211;BROSSETTE;SANITAIRE;424305;424305;Paroi fixe VS transparent Ep 6 - 96,5/99,5;NABIS;PU;185,30 €;127,79 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300212;BROSSETTE;SANITAIRE;424556;424556;Accès d' angle  carré VS transparent Ep 4 - 66,5/71,5;NABIS;PU;357,22 €;246,36 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300213;BROSSETTE;SANITAIRE;424558;424558;Accès d' angle  carré VS transparent Ep 4 - 76,5/81,5;NABIS;PU;362,11 €;249,73 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300214;BROSSETTE;SANITAIRE;424560;424560;Accès d' angle  carré VS transparent Ep 4 - 86,5/91,5;NABIS;PU;394,15 €;271,83 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300215;BROSSETTE;SANITAIRE;424562;424562;Accès d' angle  carré VS transparent Ep 4 - 96,5/101,5;NABIS;PU;443,71 €;306,01 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300216;BROSSETTE;SANITAIRE;425548;425548;1/4 rond 2 Coulissants VS trnasparent Ep 4 - 76,5/79,5;NABIS;PU;550,46 €;379,63 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300217;BROSSETTE;SANITAIRE;422550;422550;1/4 rond 2 Coulissants VS transparent Ep 4 - 86,5/89,5;NABIS;PU;561,82 €;387,46 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300218;BROSSETTE;SANITAIRE;425552;425552;1/4 rond 2 Coulissants VS transparent Ep 6 - 96,5/99,5;NABIS;PU;570,94 €;393,75 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300219;BROSSETTE;SANITAIRE;424277;424277;Profilé de compensation de 3 cm ;NABIS;PU;47,24 €;32,58 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300220;BROSSETTE;SANITAIRE;L11IZ807;413117;Cabine IZIBOX porte pivotante 80x80 Mitigeur méca.;LEDA;PU;784,42 €;540,98 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300221;BROSSETTE;SANITAIRE;L11IZ889;413118;Cabine IZIBOX porte battante 90x90 Mitigeur méca.;LEDA;PU;899,23 €;620,16 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300222;BROSSETTE;SANITAIRE;L11IZ887;413118;Cabine IZIBOX porte pivotante 90x90 Mitigeur méca.;LEDA;PU;822,70 €;567,38 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300223;BROSSETTE;SANITAIRE;L11IZ839;413113;Cabine IZIBOX 1/4 rond 90 Mitigeur méca.;LEDA;PU;994,89 €;686,13 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300224;BROSSETTE;SANITAIRE;L11IL6011;411736;Cabine ILO rectangulaire 100x80 Mitigeur Thermo.;LEDA;PU;1 770,15 €;1 220,79 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300225;BROSSETTE;SANITAIRE;L11IL0013;446626;Cabine ILO 1/4 rond 90x90 Mitigeur Thermo.;LEDA;PU;1 483,23 €;1 022,92 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300226;BROSSETTE;SANITAIRE;1100;406131;Lavabo BASTIA 55;ALLIA;PU;32,05 €;22,10 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300227;BROSSETTE;SANITAIRE;1105;406132;Lavabo BASTIA  60;ALLIA;PU;31,33 €;21,61 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300228;BROSSETTE;SANITAIRE;1862;406135;Colonne BASTIA;ALLIA;PU;21,63 €;14,92 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300229;BROSSETTE;SANITAIRE;1333;406091;Lavabo PRIMA CDI  60;ALLIA;PU;71,82 €;49,53 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300230;BROSSETTE;SANITAIRE;1313;406093;Lavabo PRIMA CDI  50;ALLIA;PU;67,61 €;46,63 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300231;BROSSETTE;SANITAIRE;1873;406089;Colonne PRIMA CDI;ALLIA;PU;51,56 €;35,56 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300232;BROSSETTE;SANITAIRE;1600;406126;Vasque BASTIA  56;ALLIA;PU;39,86 €;27,49 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300233;BROSSETTE;SANITAIRE;1627;460935;Vasque PRIMA 2  56;ALLIA;PU;99,83 €;68,85 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300234;BROSSETTE;SANITAIRE;P150001;433428;Lavabo KHEOPS 2   60;PORHER;PU;70,33 €;48,50 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300235;BROSSETTE;SANITAIRE;P149901;433584;Lavabo KHEOPS 2   55;PORHER;PU;65,51 €;45,18 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300236;BROSSETTE;SANITAIRE;P155801;479875;Colonne KHEOPS 2;PORHER;PU;51,07 €;35,22 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300237;BROSSETTE;SANITAIRE;P176301;479880;Cache siphon KHEOPS 2;PORHER;PU;59,68 €;41,16 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300238;BROSSETTE;SANITAIRE;P144801;461181;Vasque KHEOPS 2  56;PORHER;PU;80,68 €;55,64 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300239;BROSSETTE;SANITAIRE;P125601;477831;Lavabo ULYSSE 2  60;PORHER;PU;30,86 €;21,28 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300240;BROSSETTE;SANITAIRE;P125401;471791;Lavabo ULYSSE 2  50;PORHER;PU;32,39 €;22,34 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300241;BROSSETTE;SANITAIRE;P204201;480065;Colonne ULYSSE 2;PORHER;PU;21,46 €;14,80 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300242;BROSSETTE;SANITAIRE;P144801;480070;Vasque ULYSSE   56;PORHER;PU;39,69 €;27,37 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300243;BROSSETTE;SANITAIRE;P146801;480125;Vasque Ronde FONTIS  48;PORHER;PU;131,57 €;90,74 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300244;BROSSETTE;SANITAIRE;VOLGA48;460923;Vasque RONDE à enc.  48;NABIS;PU;62,05 €;42,79 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300245;BROSSETTE;SANITAIRE;BOLSA40;460922;Vasque BOL à poser  40;NABIS;PU;122,06 €;84,18 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300246;BROSSETTE;SANITAIRE;ALTA50;461110;Vasque CARREE à poser  50;NABIS;PU;180,02 €;124,15 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300247;BROSSETTE;SANITAIRE;406043;406043;Anneau de compensation laiton chr 40700;NABIS;PU;16,66 €;11,49 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300248;BROSSETTE;SANITAIRE;00110700000;413632;Lavabo VERS'EAU 60;VERSEAU;PU;30,02 €;20,70 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300249;BROSSETTE;SANITAIRE;00190700000;413633;Colonne VERS'EAU;VERSEAU;PU;17,78 €;12,26 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300250;BROSSETTE;SANITAIRE;SB2Z;442321;Paire d' attaches ;;PU;1,99 €;1,37 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300251;BROSSETTE;SANITAIRE;92130;926154;Fixations 8x90 ;;PU;2,80 €;1,93 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300252;BROSSETTE;SANITAIRE;S28TT;417661;Console ALU BG 22;;PU;11,37 €;7,84 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300253;BROSSETTE;SANITAIRE;B9039AA;439164;Mélangeur BF 2  lavabo;BROSSETTE;PU;35,42 €;24,43 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300254;BROSSETTE;SANITAIRE;D 1603AA;481475;Mélangeur ULYSSE lavabo;PORHER;PU;41,82 €;28,84 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300255;BROSSETTE;SANITAIRE;D 1703AA;481459;Mélangeur ULYSSE C lavabo;PORHER;PU;53,20 €;36,69 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300256;BROSSETTE;SANITAIRE;B8538AA;400570;Mitigeur  BF Naya  lavabo;BROSSETTE;PU;58,58 €;40,40 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300257;BROSSETTE;SANITAIRE;B8608AA;439243;Mitigeur BF Livia lavabo;BROSSETTE;PU;69,01 €;47,59 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300258;BROSSETTE;SANITAIRE;50030;436106;Mitigeur DESIGN  lavabo;BROSSETTE;PU;90,63 €;62,50 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300259;BROSSETTE;SANITAIRE;50030;436107;Mitigeur DESIGN réhaussé lavabo;BROSSETTE;PU;155,69 €;107,37 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300260;BROSSETTE;SANITAIRE;32926001;447640;Mitigeur E-SAMRT New lavabo ;F GROHE;PU;77,18 €;53,23 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300261;BROSSETTE;SANITAIRE;3282500E;447975;Mitigeur E-SMART Cosmopolitain lavabo;F GROHE;PU;103,72 €;71,53 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300262;BROSSETTE;SANITAIRE;32828000;447976;Mitigeur E-SMART Cosmopolitain - 5,8 L/mn + Limiteur T ° lavabo;F GROHE;PU;113,16 €;78,04 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300263;BROSSETTE;SANITAIRE;33549001;443821;Mitigeur E-STYLE lavabo;F GROHE;PU;118,94 €;82,03 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300264;BROSSETTE;SANITAIRE;33183001;438465;Mitigeur E-DISC lavabo;F GROHE;PU;161,24 €;111,20 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300265;BROSSETTE;SANITAIRE;D1107AA;481856;Mitigeur OLYOS 2 chr lavabo;PORHER;PU;46,44 €;32,03 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300266;BROSSETTE;SANITAIRE;D2308AA;481592;Mitigeur OKYRIS 2 lavabo;PORHER;PU;60,60 €;41,79 €;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
